Datetime,USGS_flow,variable,USGS_ID,measurement_unit,qualifiers,series
1991-08-10,629.125,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-11,599.05206,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-12,587.94794,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-13,574.82294,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-14,573.71875,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-15,566.07294,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-16,563.09375,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-17,531.6875,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-18,532.55206,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-19,542.6458,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-20,536.13544,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-21,512.4375,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-22,506.5625,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-23,502.60416,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-24,516.4792,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-25,506.6771,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-26,503.46875,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-27,469.3854,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-28,423.9896,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-29,442.46066,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-30,458.0,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-08-31,469.5,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-01,470.0,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-02,470.0,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-03,470.0,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-04,454.75,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-05,459.25,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-06,445.125,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-07,404.688,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-08,279.1901,streamflow,10132000,ft3/s,"['A', '[91]']",0
1991-09-09,257.8365,streamflow,10132000,ft3/s,"['A', '[91]']",0
